txnHash,coin,value,timestamp,blockHash,sender,block
0x6371362f112ea5610c0a80f715662b02d1d893908483e7aa51150bcd89925c4a,ETH,15000000000000000,1643776206000,0x598561c2d77b1d2f092facac6e505676513cf89d6249e45c6278deed99df44e1,0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,14124492
0x3fe11699d89fa8052c32d22c13ab00c39569b4f1a972eb4da76c9e67d1c1a0f5,DAI,15000000000000000000,1643827096000,0xbd6574dd093f594512bf9b2830e228a4ad50d6b3190d8b3c454f24f2de94fa59,0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,14128271
0xf731af4510de85d6b1337aa8f25e127bb812a0051fe8e21a71d3c561929f51d3,ETH,10000000000000000,1643827104000,0x06dbeab893fe853e4a60dc26e4dd168a36208e54444a7c82d98a13d399eca678,0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,14128273
0x69a640c24a8d45014a0deac49c8367efce5519c6db6279cbe55c7c3a74c54dd1,ETH,780000000000000000,1643829791000,0x537b99c35cc87e94366042265d41392587a58bf65a879d99168891934a224111,0xAE13245d7ab6621b8583F5a734F8F8728dE4Dcd1,14128487
0xc8a1a9fe03cd82346ef5005262d50e557a1777b3604d7a071c3b4587889d83dc,ETH,1500000000000000000,1643829825000,0x4ae86063b3bb2f41711237864a7fd9d4599487bb9a4efdb39469bec1c872edd7,0xC5c8eff68183581f8a108CE6414a21a6675A4b79,14128488
0x2f0e4ad847389e5c56ade2a406ccba5ff6ead0df398d21ed4c7f38d1216b0981,ETH,110670000000000000,1643829927000,0x0e23ae8e5efc36dc3ab692c163ba3ee70c77d29a5c7f6bf3f402eee9cff830a0,0x2843b4E0e0B7B812C1B574C77a54308dAed0d0A2,14128498
0x22ef59ef9b5579ef744f41735671bee1152cf21feed259a1e26ded268e053724,ETH,1200000000000000000,1643829966000,0x6d5fdef248a5af6fc780d94ca7c0edef215227c38f6ac18fb84de4acf667d5bb,0xdeFD0dE775d82A61D1A93efC18913e7B16906e1c,14128502
0xf844f8e007c5989f7aa834ff9a8c87e284e76b9119bbc262127d39e7d81316a7,DAI,1000000000000000000,1643834392000,0xeb72899df227f4dd9ca2f469753464265b1ce9e7677a576da54bd796c90562cb,0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,14128830
0x2eca37bf012c1ef9ec0553cd07fc2a5627e32a680a879a4c955b30afc869cdb1,ETH,1000000000000000,1643834392000,0xeb72899df227f4dd9ca2f469753464265b1ce9e7677a576da54bd796c90562cb,0x4Ab54c9eA8b56db62832ed20654F373B7305dB0c,14128830
0x64c0017c2d0de375c80ad37d481cd549dc1095f64ac39e8b59caba117e9ec9a2,ETH,300000000000000000,1643835941000,0x0439024275b6f0fbb26c835a4e5de6fd2398463543bd961f91c7fe26e6a173d5,0x580756206Bc33BDf63F26e46eb1BaD3BC5c53a54,14128924
0xaeb8614064e3bae8011201c426cb75e3371a3d34de3bca63bd4dac1f590a0f05,DAI,1200000000000000000000000,1643840487000,0xd0013748fed5d643768e54c780f10f8e176b20f1cf2bf8fa7c53d19a4d2de540,0x58F09dd6DF8dFCe8c209A00BaE4348002BACac1d,14129278
0x7b918b7cd3c66d6bfc81bc42be6d6d16af265b50cc0e9610837b8a7444f0a2d2,DAI,9786795000000000000000000,1643840647000,0x807ca5c08cc90a2eaf9787709feec3e2836a18064e13b351c8c2081866e08106,0x752515a3A1091b9f1c04416CF79D1F14d2340085,14129286
0x4eb5579dcfe0478bccb013e6386f44adabe8540068a2f52b4e5f00447e1844a4,ETH,57325246818563798504,1643841049000,0x204f6643bb27448857d0aa17a7c48d6c47036ea80dd625f0537c3c43d9d4eeb2,0xB66426c5D88309668dBE013C118831642F532DD0,14129326
0x8bbc858653f31158809e425074cc585faf63e8b088e335a6e12a23ee64f355fd,ETH,79931657325980000000,1643841679000,0x94d50557b75c3eeb6b2e2961bf81f8727bebb9366e23a6f9518bc5da6eb37f3d,0xfE021e62637Cf8B880a76b09E94904693D38256A,14129361
0x233834c33ad4a6e120a647b567add893dc1869c1cf04d3c28aa9e23d08500485,DAI,3000000000000000000000000,1643842325000,0x69aa3695a30e5b5ddb617098f01e179689d82ed7fbc78b8888b0e3cfb107581c,0xD78368092Cb1079e3DdaE7f192F5dCdE53949CCD,14129414
0x068ddb3c424b3b9d3c1ef644d7164f0f321a1fb4fe7542a11aee166fa4d93ee8,ETH,687175562000000000000,1643842956000,0x6d443e6ad3fec785db99e7d107682152b82f189984496dc0d039d7ed8ae3cd16,0x58F09dd6DF8dFCe8c209A00BaE4348002BACac1d,14129466
0xcf9d97c827fae088002c66f2d2aaccfad8cdbd5b842cbc554083523f3ad9fe62,ETH,400000000000000000,1643847279000,0x746ea260b04db0503f2bfe2298f84cf16567df655eb9038e6f6cafa54d422921,0xe4918B846156782a8454AcB1332BEeeA9B523763,14129789
0x47a5db31d03cb723b367a01b972a4ea6ad1246c43dab3d6b76007a275c5be104,ETH,962970000000000000,1643849697000,0xdf3dede9ace124aa16cddbf9e7104244dddedc1f1d764551209568df7c6caa53,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14129978
0x233b39b936a1c3069e1da7ba7c1cc4b01a1c284d9d6580a305fb67fc24f34ada,ETH,364000000000000000,1643858037000,0xcba927aa474939468dc958468a7cc9ccf46fa36dd53137fba2f02f06a3f7cb47,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14130555
0xd28846471bd4b82b77ae4b04f4a480638a70498288b244c39a330b3e79959867,ETH,1200000000000000000,1643897857000,0xbdeae20187b2eebbd534051d18dd2ed0c76006638b68c776aa7bf76cbcf336ab,0xdeFD0dE775d82A61D1A93efC18913e7B16906e1c,14133509
0xbecf50051b1b9a6bedcff06598f4ddcccb77d3daf72b1ff174f16f392549880b,ETH,766923000000000000,1643898486000,0xd62ebc0a26dd0b292585472fa6446b1e306803f65ce012d337bcb027bc8b7790,0xAE13245d7ab6621b8583F5a734F8F8728dE4Dcd1,14133548
0x5873fdc9ac407f657075adc22e225b945915076e695e40644ac1bfa50c8df0b3,ETH,1500000000000000000,1643900946000,0x12913aa68e4095b99d99b4ffe95650b32881cd4773d82052b84c1d41bbc68e02,0xC5c8eff68183581f8a108CE6414a21a6675A4b79,14133719
0xdac48a46cfd018b251d8ce312755c77f55136f2a65ebf7cd8f464d85571f14a4,ETH,114330000000000000,1643903983000,0x542f6fd94caafd92bd47b78a4148cd827aff327ed253471fee24151cdf06d3fc,0x2843b4E0e0B7B812C1B574C77a54308dAed0d0A2,14133937
0xf5f554317f37b92a27d17c6ff5f230de7f40433f779ddf38311fe27f4a103a2f,ETH,100000000000000000,1643907119000,0xc368ee6cf6baa0fcf0322c39cb690d8e4a06a443408cbcd8c27196130970dfde,0x58Ba373d9eE46ED5402a6A15fE9CcADc67dE1650,14134186
0x103c0efcfa74a8d07e40276b4265279a27f739b29ac46318ccc5b85b1a32dd1c,ETH,1120000000000000000,1643907476000,0x1b41a06884f046a62a656b89e92ea5c7b0d1ec9902f63ca7c781ea9e9f5e2415,0x872C95b2284e089FCB205D5DcF8E40b9E4Caea97,14134221
0x8674b136eea82e3d0f0a2fc2c1a6ad5589c92658dcf116db563b6c206d1f048a,ETH,3000000000000000000,1643923043000,0x570f37d909aa7102dbbfc07dcacd6200d8a7790f44ead709b41ae23fe438de11,0x74F2305790da72386a1d1d32d82b8DB8164C0704,14135395
0x8912ddc0ddc57c5e2f545b627da296f249774dc5b07fa06ee39509c716def5a6,DAI,20000000000000000000,1643926013000,0xf58749c66b5b6fb093777ee8a58cfaa77fa499d73f3b7304733711626e7d36fa,0x211be2dDC09c482B27Ed780A710b18d8Cb76328E,14135605
0xa5ef0b4edd588dc3b789279d8c10f85cbedfc62038fc97dd76ecb42f8b6202ed,DAI,80000000000000000000000,1643926075000,0x6f6818daea01c399fa5820cc34efd6d3eac8d257b16ed9d5af6fe39f122d332c,0x211be2dDC09c482B27Ed780A710b18d8Cb76328E,14135613
0x210614f9f5c95e40a963674e69f26d89369d8b49746110f3b89659fbebf98dd6,DAI,1000000000000000000000,1643926141000,0x6b54ee065215620fc5549d4ca4e1993a9df2f0c28937d705426d699b7711b7f4,0x211be2dDC09c482B27Ed780A710b18d8Cb76328E,14135616
0xd698d9dcb05e4bfc1c06c0c3d0b836fc2675fa242887afd1c709df7751ad4b7d,ETH,1000000000000000000,1643926204000,0xa04aaec8ee154fe447f074e56b08561d0f39c043f86ae09f39974f3f82b66edb,0x211be2dDC09c482B27Ed780A710b18d8Cb76328E,14135618
0x790c66823111c375e45869083c121ce84e78611ec889677d8a60d5a90c82f04f,ETH,333333333300000000,1643928730000,0xb0c58d1a62cd206515b1220301f8a6f85186829b25f44002e542a829acd26528,0x6C0822b5D3A0aEC3869DDdE051573a97856Aeb54,14135812
0xe56b97f41fa614ac5e045c80cd63d96016bd4808aabf65a8989d3763978c8463,ETH,2450000000000000000,1643935611000,0x4a8ead0d143e9cb29c42ae1b34f85780a13b68ba64cbba981bd97ef15247c90b,0x8ffd0b26e7a5d1B535BcC3227b44A933FFf0d338,14136349
0xf5c2c7a839f440a08645a8bf0214886c46e9086e18f7a62522d1191174d7373c,ETH,380000000000000000,1643937840000,0xaafe3b271c5de085f7a240ced7d4fb1cfcff82255de13ee440d846f19f5bdc14,0x3D4C86aa1f4aE5318e91957287918aDD80f4f4C6,14136520
0x6bd063ae5aaea7528202f2f2d4bea96019b471e74197ebce87482de72f33b9c0,ETH,0,1643938440000,0x568c58c2e68e241898c02f1f4a61806a4b4836e0a7ff5c2254a6ce3035be74ea,0xDfd89a9d9C7A7B278887F59C9ff4BD244Cb1d397,14136565
0x9b017edccfc4b7a12863525c959fd4cdcf0f4b24d47f4694818e745006d51b74,ETH,770000000000000000,1643954611000,0xc9d124c76ac0c8dbeea9bcf79f081b85565bdc9b2ee24cfcb8a1809dc20486c6,0x58Ba373d9eE46ED5402a6A15fE9CcADc67dE1650,14137774
0x01bb029c5afb6367effb66bf428685b4206e8e38b8c66a4b5795536fa7b376b4,ETH,1000000000000000,1643971608000,0x31d96f9a6595ca1f2686b4ba64d8c8ac622dee6cf9d460c0485b9239f49bf68d,0x0e2Bac198dd3646576dbAB5D86130E538f39820b,14139044
0xcbe7da38c824543439f462432e8ca020e1f36811d66cea0b2377b24d44442f9e,ETH,1500000000000000,1643972660000,0xe5e13f44a5eebcc2a9f20df7fcb22e6c32d6a51f6e7862be0c51a435919a87be,0x586075CEa62b415A33050c012c6e1591C1da1c74,14139128
0xccce2242340a16deaac895486366d70b5ba09a864bab014e85d7ebe7483c84dd,ETH,600000000000000000,1643992835000,0x437822ca71dec06d8faf36778eec949b7584ab114efe4b2b531730583ad9ca15,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14140674
0x3fd3cde7bfecced47ac7bf424267ebe1e3b6a0904956f4d9c5c512c37a459b55,ETH,105000000000000000,1643993004000,0x4a6b9793c5a7d26f67d873dc40c31cd987dd5ff9dc2eaed58e9d21c2b2c06d94,0x8B4Ca0c6Ff4B175a776aEA73A251354B6771bccA,14140684
0x5417ea96f4ea887e099a3d5b1e1baac93f9c8cd8dd91bd8e8b27844efdc52052,ETH,300000000000000000,1644000552000,0xa3dde1e553800a6027e3918bbe908b06e07a3fd9970a066d985f86a6de031cc8,0x1F736b9D5cdeb4933DB97e4f9f8153899E0Ab82f,14141237
0x8eb1e08e1a3367d0302ff2715f205de2587e48e7ab05156e42526d0f4596acce,ETH,278000000000000000,1644002951000,0x00ef34c732921d028a7ccb68b1b369e07fbf4a00337ee97353649fbb679b7137,0x3c7eA1846BC5cb5e043a1CE8B728d4e42d9f2539,14141432
0x5c105589e581e0418af9cac33db4e3647155397ee1ef3d7b56307f4e8fd8f2f8,ETH,90000000000000000,1644009553000,0xec84996bd9c3632350a63e1c56d02dbbfb07ab1771689a3a9e9efacc2c6d4d13,0x1F736b9D5cdeb4933DB97e4f9f8153899E0Ab82f,14141972
0x0a5168901f1274351e20fc53adcc20a79d047306775f794de8bdc68ccd9ed7db,ETH,2222222222220000000,1644074802000,0x4e27896d386fa42fcc1e654012a941a78c505ac573c02bdef3d75da5ebe41f30,0x6C0822b5D3A0aEC3869DDdE051573a97856Aeb54,14146784
0x6a917c0733aa32f5c150b424990ac6578632e4f6352800a46365467d7d5cf608,ETH,191000000000000000,1644078254000,0x5f3a1e6a5e2b8673d88dfd7daed446bddd1ac19d7125d8c3a6b6cc407910e5ce,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14147056
0xbe1c8cec4249f5d9a46e2699a8d06d77889e6bce7e3ac985333a87ac0210e3b4,ETH,30000000000000000,1644120741000,0x2f1ae1019362ef16a2d03b2c7dcd6ca5bd828c146d6786b197a91aec6429cbd0,0xc9284a9FD6D8C484bFD7e24f26B1634585f0A296,14150232
0xae4f17c74bef89c91ba707cb126b003c9e68e7d32250dd44c8fefe124dccd5ee,ETH,2100000000000000000,1644187907000,0xc0a8daf8d2a4ad752fa04fd2eba409705f00f9e79bf382f54009bb6dc99542f2,0xDb88DB916C76323CE15ED5fe1F50d2f54733Fc70,14155304
0x1b443d8bb74126124047016878c252af3a20dc14a6ccbe5dbba3e17597f69ad5,ETH,1000000000000000000,1644200424000,0x891206b3d7c5f1fa2e061a3cc68a7062022c6a14875f33510ec55fd9076f0479,0x580756206Bc33BDf63F26e46eb1BaD3BC5c53a54,14156241
0x3f4c724dddaedffb5be6d7633992a9021acd129c37536f284348a4fff15a3b27,DAI,200000000000000000000000,1644207408000,0x68d8551909917719aa47a9d53a607ef5cd6f85d1b81c2322adb912a538ccb3ee,0xDe10F01e3f9bF288eF7A91cb4744B4AF3F2797F0,14156771
0x014a98bb4633a6d6db89fa7efed0847d225f86a679d7d99ae589d5c956e54449,ETH,374358000000000000,1644212218000,0x983fa44210dbfc2085c862603e391b12800b20869b18eac7b958e909378afae7,0xA4e6C2B6264652444B3F0cc1bB37496AE916931c,14157139
0x8d668190c53e81edbd08c03d364297d759a825c6f896b94a3bf03c228ac60567,ETH,100000000000000000,1644243286000,0x0188159f0fb8534d5f2ba504a69c72de6d84bd165ee52628b5311e6a65e7b1b9,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14159399
0x25e56c650fdf8b563d61c3d4e3f23921d8b01f5933cba9feb0770af32cd096b3,ETH,60000000000000000,1644246072000,0x7d2956986db349265da9432dd47080bc52b312867469585489ab23a058b08095,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14159620
0x3738306ef3657b34f8f1700fb8e659a2c2afd5f65bf226d1328885d580be875d,ETH,750000000000000000,1644280043000,0x45872a96ea756bc8ae7a0c329da061d754a7acb39c8b626e435f980e1fda2cbe,0x7157961707E305d5580c8AB29ce6E120Ec01744e,14162213
0x383143c3fc7e331b72bbdc3c162d9e6794c17da2477fa1294a69373e7974c91a,ETH,12500000000000000,1644305819000,0xae8bd521da41e7d0812e88dfb4d0627fa28621a361c6b5213e9c4a96b2a87e22,0xB646B4cD68548D96804e844b7CfBEf4e74b80675,14164131
0xb87c54a3c0a9e6c2338ed3883b4cfadc3f79cd4ef60e79391e9f05278996e0b7,ETH,12500000000000000,1644305836000,0x9c3a59ac6d6426084e9e94989fc1d0d198909159b0ba0d78360e001aad04d9ce,0x2B075EDE4AF705D31464090b41B8D5C3CA9da84c,14164133
0x9408ac726f47d82da2020f6a955725c1f0def49b7bfd8f539fa92db9c426a0e2,ETH,12500000000000000,1644305945000,0x77be7e7f7adc754140ce8ce2dbc0c89c18ed807fb2ad0ef36a991d8016ad731b,0x50640BFc30F97fef35054beAECE3d3a188A219F0,14164138
0x0beba2d7ff73f1f7cc2214b75a88235dd764f315f6eee8ef5dcaf6ccc399a75c,ETH,60000000000000000,1644306045000,0x1341e7347b0eaba33777ba7c77041650add7095344b8d099aceda72052d3b056,0x1DD2091f250876Ba87B6fE17e6ca925e1B1c0CF0,14164147
0xbe544ef320a5c4d1e60ea38fbc9de6740f698df31066ff7a248792c3a87f9163,ETH,75000000000000000,1644306260000,0x964d3d0ddb2396b3a2d809a839ffd1020b4d4fa737eb3e3c22c1a2f2dc66f1d2,0x6519319E8F32F22F7a22274898588f6dc4b40bbf,14164167
0x86be8434a0bf7e3e2b2f41e1e1cce2adae78b4b1e5d8b8cb7ff25ec17cb32c96,ETH,50000000000000000,1644346009000,0xadf021213fd340fc1957456d84cffebb88e71695ced674b4bfe57870901caf65,0xE41188926607921763D25392475f1156AC5f9033,14167114
0x661ea7857a4f886aef934e30f87a33de129cd604c1da09a93efb5c56fcb98ff7,ETH,50000000000000000,1644419864000,0x968e0be8eaeee385bc5dddec85f0d9262e71647d5e8b91da83cbb5995a998a05,0x1561c3218AB5Feeec5A0a7B817596EAbD257e5a3,14172647
0xd607a0d67d46da93a4a4f8847a56a02fbde1cab4b2bee9eda7aeccbb7669aa4e,ETH,16000000000000000,1644452869000,0xb6cbb2b53dee3219070137ead6c2f1adccb6df93b8744013cca24bad7842058d,0xda94DA6D0909E90E81a9B9373a04807c3cE15fBC,14175125
0x76e064ab94356e16147c9f1c7ffc41a56f5767193d22e876b879723c0df18f03,ETH,6260000000000000000,1644462287000,0x87bba667e23ebd76b1d21041d8ca012720f38434213712b7c9d84d6eed27933d,0xb44A14dEcD9270E34E2dDaff4CD8690a2Cb88461,14175863
0xd7bd7fde4d3f7f38f3537f4d997bcfb40e3f703bddd8f587153df5c660788d38,ETH,320000000000000000,1644560737000,0x623d033ee74fb4e152e7fbda56da9fe2510bd471588681fa59d6314716250099,0x4eeD0fc86cf510a0c4800A5e555fEDB7c78fe32B,14183128
0x29f830dfa6721d23376eb562502357f351f5793adec6746ea242f1b35c651c3b,ETH,325000000000000000,1644561365000,0x47e6069044a5321e6225da991b2eee75f50927aed8d0493c6541f2d29e2c0cf9,0x14D9fA3a9eaB3CDE8317Ea827c5d88c94e12272E,14183177
0x0f2e35361e3f22463724789df082fa4ef9f345e8efd04dc412e624a6877352ce,ETH,9000000000000000,1644614804000,0xdd03b8fb4254f6960b91b74f245bdecab9706a753a883f362e0c288320db5c23,0xc9284a9FD6D8C484bFD7e24f26B1634585f0A296,14187197
0x212b1670ebfbeece670ea258adea0260ea2245db0dba8a52eb72dd06a00b8902,ETH,96500000000000000,1644735511000,0xaf143d91f0e1d0f1fb7624bb10e3ec859544d69654ed9879c29a403d13a2d99b,0x2770736960c4739f96d3a033676ff0e34e71fC63,14196297
0x1aa89d53ecb9d3ab41b915fb6a273f07007bcb4008c599d2deb896b092b39972,ETH,100000000000000000,1644740511000,0x40c256c0faa5f72348e5e9c8812490fb201eab8176642e18da4821c3b2a31cf6,0x9dEBaE598dB0b4bBB53308AB7894De7Cc0D5326b,14196704
0x9de0262481d2ce58d7c11d95daa67adbd985979adf07aef929bd71b8d178fabc,ETH,340000000000000000,1644752735000,0xa81f417c88867ed12669f980c633f4788daec21ec6e8bd5a418a32e2225ee881,0xdbbF7481e3E38Ae10c9579CfA541C932c5c9a05D,14197580
0xe27cc82181be50647f561b959a1bd25196dc305e17b0f6a957b9624e46b2120c,ETH,150000000000000000,1644855693000,0xcd4c4ae092d1467546e2e6ee77e58e5f46041e0a2eac3c68ed5714216616479c,0x979Db9f8D937E19e36DFDB5Fe3a48a207A5c7991,14205312
0x67632df56e5ee65f2f18aa2d123ad7554f7f0a91a319a8e59730f2e0cd8dad2b,ETH,340000000000000000,1644882671000,0x3433413038ee02da126da87ea81c5cbf119413e980ab7a30b0810c4d68dc2ee3,0xA4e6C2B6264652444B3F0cc1bB37496AE916931c,14207304
0xea665bb5658bb0db47662359280ce7b9badba3abf22ab49ecc5fe54c985c9ba1,DAI,50000000000000000000,1644888682000,0x376e876be98032e3e6dff3f250fd2fc12375d6c2e90c8d20af731a8da0135e16,0x58E12A716B8cE86865D9482A30652a52A0359984,14207756
0xf2c3877e85c121496d6242ec1d8561ff7fb1e407f3fb3e3dcf1255369dc262cf,DAI,50000000000000000000,1644888682000,0x376e876be98032e3e6dff3f250fd2fc12375d6c2e90c8d20af731a8da0135e16,0x58E12A716B8cE86865D9482A30652a52A0359984,14207756
0x05ac15a2ffa6658944c1d2a203b944659142f7666f9c15daa310a5c163c4cf59,ETH,10000000000000000,1644912930000,0x963bf25e7239ce8213473a933fe1bf546a24d7811b88269e4c3701f4ad4ce192,0x0F9D7257a592c7d4359D6059811e07A9A1Cff110,14209580
0xfd7880dae5dc4687cf851e5e26bcdc77c53802803ff4a53177494a748865ba9e,ETH,100000000000000000,1644915418000,0xe7b8ff80f6afc268e3f5588796f837e35d6faaab6cc2605ac24456dd46b101f7,0x9AB301FD4F2519af93cA316B4fCD7D26aBd2f9E9,14209771
0x55e293d21569bde9d6791b95f7182d02d6d14b09c951683c4300fac1384c9aeb,ETH,150000000000000000,1644924124000,0x8d2d0e20c4ef768190e35aa7cffb8138a3d0a5160458a8c1b1a9b6f2caf1fcf2,0x3dF364ED7e8A887f7f9c240f7e281A4ea05CE03f,14210414
0xd466a6c110862431bb4da90feb722fc44c43c241574a3ef9bb9021a30ed1eebb,ETH,60000000000000000,1644954955000,0x5d3897758b409d94978c74f0f0d0a007485b98d8ee411f42699a352e1ca9660b,0xab5d306E643cDba074a4251e9E1A4FEC5a8e05Ee,14212724
0x146b99996008b394756ce1577cd8c10b749882cbde9506730fba6389c07fab21,ETH,30000000000000000,1644977306000,0x2a28b8bbeeb6b9bbe4d5c4c054f34e228881d09c8b9de675b08617991d4b1a42,0x8269CAe3EfbC4D768D9d86AE3747253D15BF6929,14214409
0x839891cf296aab33460a70efbc7b4188a5d569eabdb379933b51b29fda3a1eed,ETH,13000000000000000,1645054203000,0x999e5a27119b2977cd17f15d326e6d8bac5e34bc44647540670caf6cb143be81,0x616001B6A176961849c8E1422A5D95A9dBBC4739,14220119
0x7008190e4239d4abd1740966784259ddbbd17a08f3bdcc0edd3e960d1d79bfda,ETH,300000000000000000,1645066258000,0x9d3ce36215b61745a4790cdbaa9611d1014c6701a27a67ddc1035deb1bdb723f,0xa51Ec9A7dBd81db527CB3fD15abD32bBbDa8e785,14221035
0x2f7eede6ff525bc4c0bb775b5c1d3bdcc4b3e5d321670a8eb9561c71d06a91ed,ETH,3000000000000000000,1645130486000,0x954efa68bca23ab7ecc2f4df9c2b34baab6561789d5384cdf3fbede24592493f,0xB159DE0DdDAb4a997F1c22fcf1C939d3317D9EC6,14225844
0x87de5aa5437fd73da003baa0bb4528c39ce00a56e47985d6b9f18038e9915e69,DAI,500000000000000000000,1645272700000,0x51b91f058ac8f9671d5f61852cbd7e577c283efbed56c7a16d8d95a5e96c91fb,0xef5939492958abb8488ce5A5C68D61Ac29C07732,14236429
0x692b16a6311837987b32abe1ff7e38c6350ecf900cc8cf12c968c7a353bbaee6,ETH,50000000000000000,1645302589000,0xb1857b6aa59a8b24b0fea62edcec7c4e932beb7ad39b650d4801ac658a75d592,0xb3005148e7b58BfF2f82CBe63416363243349949,14238604
0x024424e2e8d32151ba5c025926cabffd3639c2881e105c7db92768aae0cb0672,ETH,100000000000000000,1645315664000,0xad263528141163a71af50ff47ec7e6699406eef599a829fb4f67795c23da6fa8,0x7929fF721516111056b3b36259846F9B942400a9,14239603
0x1160c91d9051c147aab0cc674806951a5f0b967ff97ee61fe648002420da1057,ETH,124903000000000000,1645382770000,0x641d09b215578fb56dfa8e9782c895840ca4ce278898625817ab116b44601f06,0x511E061Bc0082BF14de5Cf2A6eeC624Df585fa52,14244607
